bar,equity
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,9900.0
17,9900.0
18,9900.0
19,9900.0
20,9801.0
21,9702.99
22,9605.9601
23,9509.900499
24,9414.80149401
25,9320.6534790699
26,9227.446944279201
27,9135.172474836409
28,9043.820750088045
29,9043.820750088045
30,8953.382542587166
31,8953.382542587166
32,8953.382542587166
33,8953.382542587166
34,8953.382542587166
35,8863.848717161294
36,8775.210229989681
37,8687.458127689784
38,8600.583546412887
39,8514.577710948757
40,8429.431933839269
41,8345.137614500876
42,8261.686238355867
43,8261.686238355867
44,8179.069375972309
45,8179.069375972309
46,8179.069375972309
47,8179.069375972309
48,8179.069375972309
49,8097.278682212586
50,8016.30589539046
51,7936.142836436556
52,7856.78140807219
53,7778.213593991468
54,7700.431458051553
55,7623.427143471037
56,7547.192872036327
57,7471.720943315963
58,7397.003733882803
59,7397.003733882803
60,7323.033696543976
61,7323.033696543976
62,7249.8033595785355
63,7177.30532598275
64,7105.532272722923
65,7034.476949995694
66,6964.132180495737
67,6894.4908586907795
68,6825.545950103871
69,6757.2904906028325
70,6689.717585696804
71,6622.820409839836
72,6556.592205741438
73,6491.026283684024
74,6426.116020847184
75,6361.854860638712
76,6298.236312032325
77,6235.253948912002
78,6235.253948912002
79,6235.253948912002
80,6235.253948912002
81,6235.253948912002
82,6172.901409422881
83,6111.172395328653
84,6050.060671375366
85,5989.560064661612
86,6069.420865523767
87,6069.420865523767
88,6150.346477064083
89,6232.35109675827
90,6232.35109675827
91,6232.35109675827
92,6315.449111381714
93,6315.449111381714
94,6315.449111381714
95,6315.449111381714
96,6315.449111381714
97,6315.449111381714
98,6315.449111381714
99,6315.449111381714
100,6315.449111381714
101,6315.449111381714
102,6315.449111381714
103,6315.449111381714
104,6315.449111381714
105,6315.449111381714
106,6315.449111381714
107,6315.449111381714
108,6315.449111381714
109,6315.449111381714
110,6315.449111381714
111,6315.449111381714
112,6315.449111381714
113,6315.449111381714
114,6315.449111381714
115,6315.449111381714
116,6315.449111381714
117,6315.449111381714
118,6315.449111381714
119,6315.449111381714
120,6315.449111381714
121,6315.449111381714
122,6315.449111381714
123,6315.449111381714
124,6315.449111381714
125,6315.449111381714
126,6315.449111381714
127,6315.449111381714
128,6315.449111381714
129,6315.449111381714
130,6315.449111381714
131,6315.449111381714
132,6315.449111381714
133,6315.449111381714
134,6315.449111381714
135,6315.449111381714
136,6315.449111381714
137,6315.449111381714
138,6315.449111381714
139,6315.449111381714
140,6315.449111381714
141,6315.449111381714
142,6315.449111381714
143,6315.449111381714
144,6315.449111381714
145,6315.449111381714
146,6315.449111381714
147,6315.449111381714
148,6315.449111381714
149,6399.655099533471
150,6399.655099533471
151,6335.6585485381365
152,6335.6585485381365
153,6272.301963052755
154,6209.578943422228
155,6209.578943422228
156,6147.483153988006
157,6086.008322448126
158,6086.008322448126
159,6167.15510008077
160,6249.383834748512
161,6186.889996401026
162,6269.381863019706
163,6352.973621193301
164,6352.973621193301
165,6352.973621193301
166,6352.973621193301
167,6352.973621193301
168,6289.443884981369
169,6289.443884981369
170,6289.443884981369
171,6289.443884981369
172,6289.443884981369
173,6289.443884981369
174,6289.443884981369
175,6289.443884981369
176,6289.443884981369
177,6289.443884981369
178,6289.443884981369
179,6289.443884981369
180,6289.443884981369
181,6289.443884981369
182,6289.443884981369
183,6289.443884981369
184,6289.443884981369
185,6289.443884981369
186,6289.443884981369
187,6289.443884981369
188,6289.443884981369
189,6289.443884981369
190,6289.443884981369
191,6289.443884981369
192,6289.443884981369
193,6289.443884981369
194,6289.443884981369
195,6289.443884981369
196,6373.303136781121
197,6373.303136781121
198,6458.280511938204
199,6458.280511938204
200,6458.280511938204
201,6458.280511938204
202,6458.280511938204
203,6458.280511938204
204,6458.280511938204
205,6544.390918764044
206,6631.649464347567
207,6565.332969704092
208,6565.332969704092
209,6565.332969704092
210,6565.332969704092
211,6499.679640007051
212,6499.679640007051
213,6499.679640007051
214,6499.679640007051
215,6499.679640007051
216,6499.679640007051
217,6499.679640007051
218,6499.679640007051
219,6499.679640007051
220,6499.679640007051
221,6499.679640007051
222,6499.679640007051
