bar,equity
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,10000.0
17,9900.0
18,9801.0
19,9702.99
20,9605.9601
21,9509.900499
22,9414.80149401
23,9320.6534790699
24,9227.446944279201
25,9135.172474836409
26,9135.172474836409
27,9135.172474836409
28,9043.820750088045
29,8953.382542587166
30,8863.848717161294
31,8863.848717161294
32,8775.210229989681
33,8687.458127689784
34,8600.583546412887
35,8514.577710948757
36,8514.577710948757
37,8514.577710948757
38,8514.577710948757
39,8514.577710948757
40,8429.431933839269
41,8429.431933839269
42,8345.137614500876
43,8345.137614500876
44,8261.686238355867
45,8179.069375972309
46,8179.069375972309
47,8097.278682212586
48,8016.30589539046
49,8016.30589539046
50,7936.142836436556
51,7856.78140807219
52,7778.213593991468
53,7700.431458051553
54,7623.427143471037
55,7547.192872036327
56,7471.720943315963
57,7397.003733882803
58,7323.033696543976
59,7249.8033595785355
60,7177.30532598275
61,7105.532272722923
62,7034.476949995694
63,6964.132180495737
64,6894.4908586907795
65,6825.545950103871
66,6757.2904906028325
67,6689.717585696804
68,6622.820409839836
69,6556.592205741438
70,6491.026283684024
71,6426.116020847184
72,6361.854860638712
73,6298.236312032325
74,6235.253948912002
75,6172.901409422881
76,6111.172395328653
77,6050.060671375366
78,6050.060671375366
79,5989.560064661612
80,5989.560064661612
81,5989.560064661612
82,5929.664464014996
83,5870.3678193748465
84,5811.664141181098
85,5753.547499769287
86,5830.261466432882
87,5907.998285985323
88,5907.998285985323
89,5986.771596465126
90,5926.903880500475
91,5867.63484169547
92,5867.63484169547
93,5867.63484169547
94,5808.958493278515
95,5808.958493278515
96,5808.958493278515
97,5886.4112731888945
98,5886.4112731888945
99,5886.4112731888945
100,5827.547160457006
101,5769.271688852436
102,5769.271688852436
103,5769.271688852436
104,5769.271688852436
105,5769.271688852436
106,5711.5789719639115
107,5711.5789719639115
108,5711.5789719639115
109,5711.5789719639115
110,5711.5789719639115
111,5711.5789719639115
112,5711.5789719639115
113,5711.5789719639115
114,5711.5789719639115
115,5711.5789719639115
116,5711.5789719639115
117,5711.5789719639115
118,5711.5789719639115
119,5711.5789719639115
120,5711.5789719639115
121,5711.5789719639115
122,5711.5789719639115
123,5711.5789719639115
124,5711.5789719639115
125,5711.5789719639115
126,5711.5789719639115
127,5711.5789719639115
128,5711.5789719639115
129,5711.5789719639115
130,5711.5789719639115
131,5711.5789719639115
132,5711.5789719639115
133,5711.5789719639115
134,5787.733358256764
135,5787.733358256764
136,5864.90313636686
137,5864.90313636686
138,5806.254105003191
139,5748.19156395316
140,5690.709648313628
141,5633.802551830492
142,5577.464526312187
143,5521.689881049066
144,5466.472982238575
145,5411.808252416189
146,5411.808252416189
147,5357.690169892027
148,5304.113268193107
149,5251.0721355111755
150,5251.0721355111755
151,5251.0721355111755
152,5321.08643065133
153,5392.034249726681
154,5338.1139072294145
155,5338.1139072294145
156,5338.1139072294145
157,5284.7327681571205
158,5231.885440475549
159,5179.566586070794
160,5179.566586070794
161,5179.566586070794
162,5179.566586070794
163,5179.566586070794
164,5179.566586070794
165,5179.566586070794
166,5179.566586070794
167,5179.566586070794
168,5179.566586070794
169,5179.566586070794
170,5179.566586070794
171,5179.566586070794
172,5179.566586070794
173,5179.566586070794
174,5179.566586070794
175,5179.566586070794
176,5127.770920210086
177,5127.770920210086
178,5196.141199146218
179,5265.423081801505
180,5265.423081801505
181,5265.423081801505
182,5265.423081801505
183,5265.423081801505
184,5212.76885098349
185,5212.76885098349
186,5212.76885098349
187,5212.76885098349
188,5160.641162473655
189,5109.0347508489185
190,5109.0347508489185
191,5109.0347508489185
192,5109.0347508489185
193,5109.0347508489185
194,5109.0347508489185
195,5057.94440334043
196,5007.364959307026
197,5007.364959307026
198,4957.291309713955
199,4907.718396616816
200,4907.718396616816
201,4858.6412126506475
202,4810.054800524141
203,4761.954252518899
204,4714.33470999371
205,4667.191362893773
206,4667.191362893773
207,4620.519449264835
208,4574.314254772187
209,4528.571112224466
210,4483.285401102221
211,4438.4525470911985
212,4394.068021620286
213,4350.127341404083
214,4350.127341404083
215,4306.626067990042
216,4263.559807310142
