entry_date,exit_date,direction,entry_price,exit_price,stop_loss,take_profit,size,profit,profit_pct,equity,exit_reason
1971-01-25,1971-02-04,sell,357.71000000000004,357.5108,357.896,357.5108,537.6344086022123,107.09677419357085,1.0709677419357084,10107.096774193571,take_profit
1971-02-04,1971-02-05,sell,357.33,357.47835714285713,357.47835714285713,357.1711142857143,681.2679578175367,-101.07096774193572,-1.0,10006.025806451635,stop_loss
1971-02-05,1971-02-08,sell,357.29,357.4416785714286,357.4416785714286,357.12755714285714,659.6861845552415,-100.06025806451635,-1.0,9905.965548387117,stop_loss
1971-02-08,1971-02-09,sell,357.31,357.4495,357.4495,357.1606,710.1050572320607,-99.05965548387118,-1.0,9806.905892903247,stop_loss
1971-02-09,1971-02-10,sell,357.28000000000003,357.41285714285715,357.41285714285715,357.1377142857143,738.1542069928475,-98.06905892903248,-1.0,9708.836833974216,stop_loss
1971-02-10,1971-02-11,sell,357.29,357.4173214285714,357.4173214285714,357.15364285714287,762.5453894847851,-97.08836833974216,-1.0,9611.748465634473,stop_loss
1971-02-11,1971-02-16,sell,357.29,357.40182142857145,357.40182142857145,357.1702428571429,859.5623028992587,-96.11748465634473,-1.0,9515.630980978129,stop_loss
1971-02-16,1971-02-17,sell,357.29,357.3608571428571,357.3608571428571,357.2141142857143,1342.9317916709679,-95.15630980978129,-1.0,9420.474671168347,stop_loss
1971-02-22,1971-02-23,buy,357.78,357.72464285714284,357.72464285714284,357.83928571428567,1701.7631664049043,-94.20474671168347,-1.0,9326.269924456665,stop_loss
1971-02-23,1971-02-24,buy,357.81,357.7635,357.7635,357.8598,2005.6494461205561,-93.26269924456665,-1.0,9233.007225212099,stop_loss
1971-02-25,1971-02-26,buy,357.78999999999996,357.75124999999997,357.75124999999997,357.83149999999995,2382.7115419906386,-92.33007225212098,-1.0,9140.677152959977,stop_loss
1971-03-02,1971-03-03,buy,357.81,357.7723571428572,357.7723571428572,357.85031428571426,2428.2633802948676,-91.40677152959978,-1.0,9049.270381430377,stop_loss
1971-03-03,1971-03-04,sell,357.34000000000003,357.38207142857146,357.38207142857146,357.29494285714287,2150.9301415961518,-90.49270381430377,-1.0,8958.777677616074,stop_loss
1971-03-04,1971-03-05,sell,357.27000000000004,357.3187142857143,357.3187142857143,357.21782857142864,1839.0452710660652,-89.58777677616074,-1.0,8869.189900839912,stop_loss
1971-03-05,1971-03-08,sell,357.27000000000004,357.3187142857143,357.3187142857143,357.21782857142864,1820.6548183554044,-88.69189900839912,-1.0,8780.498001831513,stop_loss
1971-03-08,1971-03-09,buy,357.8,357.7368928571429,357.7368928571429,357.8675857142857,1391.363576974363,-87.80498001831513,-1.0,8692.693021813198,stop_loss
1971-03-09,1971-03-10,buy,357.75,357.68467857142855,357.68467857142855,357.81995714285716,1330.7567228577657,-86.926930218132,-1.0000000000000002,8605.766091595066,stop_loss
1971-03-10,1971-03-11,sell,357.27000000000004,357.3441785714286,357.3441785714286,357.1905571428572,1160.1417937637998,-86.05766091595066,-1.0,8519.708430679115,stop_loss
1971-03-11,1971-03-12,buy,357.8,357.7125357142857,357.7125357142857,357.89367142857145,974.0785465862156,-85.19708430679115,-1.0,8434.511346372323,stop_loss
1971-03-12,1971-03-15,buy,357.77,357.6869642857143,357.6869642857143,357.8589285714286,1015.7691083805015,-84.34511346372322,-1.0,8350.1662329086,stop_loss
1971-03-15,1971-03-16,buy,357.78999999999996,357.7080714285714,357.7080714285714,357.87774285714283,1019.2007607732545,-83.50166232908599,-1.0,8266.664570579513,stop_loss
1971-03-16,1971-03-17,buy,357.75,357.67028571428574,357.67028571428574,357.8353714285714,1037.0367740873662,-82.66664570579513,-1.0,8183.997924873717,stop_loss
1971-03-17,1971-03-18,sell,357.3,357.38082142857144,357.38082142857144,357.21344285714287,1012.6024829715961,-81.83997924873718,-1.0,8102.15794562498,stop_loss
1971-03-18,1971-03-19,sell,357.34000000000003,357.4241428571429,357.4241428571429,357.24988571428577,962.9050190045758,-81.0215794562498,-1.0,8021.13636616873,stop_loss
1971-03-19,1971-03-22,buy,357.77,357.68364285714284,357.68364285714284,357.8624857142857,928.8329952553119,-80.2113636616873,-1.0,7940.925002507043,stop_loss
1971-03-22,1971-03-23,buy,357.75,357.66585714285713,357.66585714285713,357.84011428571426,943.7432091263848,-79.40925002507043,-1.0,7861.515752481972,stop_loss
1971-03-23,1971-03-24,sell,357.23,357.3196785714286,357.3196785714286,357.1339571428572,876.6325809218565,-78.61515752481972,-1.0,7782.900594957153,stop_loss
1971-03-29,1971-03-30,sell,357.25,357.3275,357.3275,357.16700000000003,1004.2452380591642,-77.82900594957152,-1.0,7705.071589007582,stop_loss
1971-03-30,1971-03-31,sell,357.22,357.2919642857143,357.2919642857143,357.1429285714286,1070.679923038463,-77.05071589007582,-1.0,7628.020873117506,stop_loss
1971-04-01,1971-04-02,sell,357.21000000000004,357.27864285714287,357.27864285714287,357.13648571428575,1111.262145928008,-76.28020873117507,-1.0,7551.740664386331,stop_loss
1971-04-05,1971-04-06,buy,357.71,357.63692857142854,357.63692857142854,357.7882571428571,1033.4737957125546,-75.51740664386331,-1.0,7476.223257742468,stop_loss
1971-04-07,1971-04-08,buy,357.68,357.61357142857145,357.61357142857145,357.75114285714284,1125.4529635313224,-74.76223257742468,-1.0,7401.461025165044,stop_loss
1971-04-08,1971-04-09,buy,357.77,357.69692857142854,357.69692857142854,357.8482571428571,1012.9076671778749,-74.01461025165044,-1.0,7327.446414913394,stop_loss
1971-04-09,1971-04-12,buy,357.72999999999996,357.65471428571425,357.65471428571425,357.81062857142854,973.2851025501905,-73.27446414913393,-1.0,7254.17195076426,stop_loss
1971-04-14,1971-04-15,buy,357.8,357.7368928571429,357.7368928571429,357.8675857142857,1149.5009316438689,-72.5417195076426,-1.0,7181.630231256618,stop_loss
1971-04-15,1971-04-16,buy,357.77,357.7057857142857,357.7057857142857,357.8387714285714,1118.3851305627647,-71.81630231256618,-1.0,7109.813928944051,stop_loss
1971-04-16,1971-04-19,sell,357.29,357.35864285714285,357.35864285714285,357.21648571428574,1035.7689386602572,-71.09813928944051,-1.0,7038.7157896546105,stop_loss
1971-04-19,1971-04-20,buy,357.76,357.68692857142855,357.68692857142855,357.8382571428571,963.2651129535799,-70.3871578965461,-0.9999999999999999,6968.328631758064,stop_loss
1971-04-20,1971-04-21,sell,357.27000000000004,357.3463928571429,357.3463928571429,357.18818571428574,912.1701808750491,-69.68328631758064,-1.0,6898.645345440484,stop_loss
1971-04-21,1971-04-22,sell,357.28000000000003,357.34975000000003,357.34975000000003,357.2053,989.0530961205124,-68.98645345440484,-1.0,6829.658891986079,stop_loss
1971-04-22,1971-04-23,sell,357.27000000000004,357.3342142857143,357.3342142857143,357.2012285714286,1063.5731311213017,-68.2965889198608,-1.0000000000000002,6761.362303066218,stop_loss
1971-04-23,1971-04-26,sell,357.27000000000004,357.3297857142858,357.3297857142858,357.20597142857144,1130.932762758539,-67.61362303066218,-1.0,6693.748680035556,stop_loss
1971-04-30,1971-05-03,sell,357.2,357.2553571428571,357.2553571428571,357.1407142857143,1209.1933099421199,-66.93748680035557,-1.0000000000000002,6626.811193235201,stop_loss
1971-05-03,1971-05-04,sell,357.2,357.2553571428571,357.2553571428571,357.1407142857143,1197.1013768426988,-66.26811193235201,-1.0,6560.543081302849,stop_loss
1971-05-04,1971-05-05,sell,357.21000000000004,357.2576071428572,357.2576071428572,357.1590142857143,1378.0585617139402,-65.60543081302849,-1.0,6494.93765048982,stop_loss
1971-05-05,1971-05-06,sell,357.19,357.2365,357.2365,357.1402,1396.7607850521615,-64.9493765048982,-1.0,6429.988273984922,stop_loss
1971-05-06,1971-05-07,sell,357.18,357.21875,357.21875,357.1385,1659.3518126415624,-64.29988273984922,-1.0,6365.688391245072,stop_loss
1971-05-07,1971-05-10,sell,357.19,357.1556142857143,357.22210714285717,357.1556142857143,1982.63932096445,68.17446922225896,1.0709677419337933,6433.862860467331,take_profit
1971-05-11,1971-05-12,sell,356.93,356.9886785714286,356.9886785714286,356.86715714285714,1096.4586737253933,-64.33862860467332,-1.0,6369.524231862658,stop_loss
1971-05-12,1971-05-13,buy,357.63,357.53921428571425,357.53921428571425,357.72722857142855,701.5998367116306,-63.69524231862658,-1.0,6305.828989544031,stop_loss
1971-05-13,1971-05-14,buy,357.71999999999997,357.61924999999997,357.61924999999997,357.8279,625.8887334534708,-63.05828989544031,-1.0,6242.770699648591,stop_loss
