bar,equity
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,10000.0
17,10000.0
18,10000.0
19,10000.0
20,10000.0
21,10000.0
22,10000.0
23,10000.0
24,10107.096774193571
25,10006.025806451635
26,9905.965548387117
27,9806.905892903247
28,9708.836833974216
29,9611.748465634473
30,9515.630980978129
31,9420.474671168347
32,9420.474671168347
33,9420.474671168347
34,9420.474671168347
35,9326.269924456665
36,9233.007225212099
37,9233.007225212099
38,9140.677152959977
39,9140.677152959977
40,9140.677152959977
41,9049.270381430377
42,8958.777677616074
43,8869.189900839912
44,8780.498001831513
45,8692.693021813198
46,8605.766091595066
47,8519.708430679115
48,8434.511346372323
49,8350.1662329086
50,8266.664570579513
51,8183.997924873717
52,8102.15794562498
53,8021.13636616873
54,7940.925002507043
55,7861.515752481972
56,7782.900594957153
57,7782.900594957153
58,7782.900594957153
59,7782.900594957153
60,7705.071589007582
61,7628.020873117506
62,7628.020873117506
63,7551.740664386331
64,7551.740664386331
65,7476.223257742468
66,7476.223257742468
67,7401.461025165044
68,7327.446414913394
69,7254.17195076426
70,7254.17195076426
71,7254.17195076426
72,7181.630231256618
73,7109.813928944051
74,7038.7157896546105
75,6968.328631758064
76,6898.645345440484
77,6829.658891986079
78,6761.362303066218
79,6693.748680035556
80,6693.748680035556
81,6693.748680035556
82,6693.748680035556
83,6693.748680035556
84,6626.811193235201
85,6560.543081302849
86,6494.93765048982
87,6429.988273984922
88,6365.688391245072
89,6433.862860467331
90,6433.862860467331
91,6369.524231862658
92,6305.828989544031
93,6242.770699648591
94,6180.342992652106
95,6118.539562725585
96,6118.539562725585
97,6118.539562725585
98,6118.539562725585
99,6057.354167098329
100,6057.354167098329
101,6057.354167098329
102,6057.354167098329
103,5996.7806254273455
104,5936.812819173072
105,5877.444690981341
106,5818.670244071528
107,5760.483541630812
108,5702.878706214504
109,5645.849919152359
110,5589.391419960835
111,5533.497505761227
112,5478.162530703615
113,5423.380905396579
114,5369.147096342613
115,5369.147096342613
116,5315.455625379187
117,5262.301069125395
118,5209.678058434141
119,5157.5812778498
120,5106.005465071302
121,5054.945410420589
122,5004.395956316383
123,4954.351996753218
124,4954.351996753218
125,4904.808476785686
126,4904.808476785686
127,4855.760392017829
128,4807.20278809765
129,4807.20278809765
130,4759.1307602166735
131,4711.539452614506
132,4664.424058088362
133,4617.779817507478
134,4617.779817507478
135,4571.602019332403
136,4525.885999139079
137,4480.6271391476885
138,4435.820867756212
139,4391.462659078649
140,4347.548032487863
141,4304.072552162984
142,4261.031826641354
143,4218.4215083749405
144,4218.4215083749405
145,4176.237293291191
146,4176.237293291191
147,4134.47492035828
148,4093.1301711546967
149,4093.1301711546967
150,4052.1988694431498
151,4011.6768807487183
152,3971.5601119412313
153,3971.5601119412313
154,3931.844510821819
155,3931.844510821819
156,3892.5260657136005
157,3853.6008050564647
158,3853.6008050564647
159,3894.871626581607
160,3936.584445292099
161,3978.743994835253
162,4021.3550595541396
163,4064.422475030659
164,4107.951128634216
165,4107.951128634216
166,4151.94596007636
167,4151.94596007636
168,4110.426500475597
169,4069.322235470841
170,4069.322235470841
171,4069.322235470841
172,4069.322235470841
173,4069.322235470841
174,4069.322235470841
175,4069.322235470841
176,4069.322235470841
177,4069.322235470841
178,4069.322235470841
179,4069.322235470841
180,4069.322235470841
181,4069.322235470841
182,4069.322235470841
183,4069.322235470841
184,4069.322235470841
185,4112.903363928142
186,4156.951232212792
187,4156.951232212792
188,4201.470838957776
189,4246.46723632984
190,4291.945530602792
191,4337.910882736991
192,4337.910882736991
193,4337.910882736991
194,4337.910882736991
195,4384.368508965013
196,4431.323681383605
197,4478.781728551969
198,4478.781728551969
199,4478.781728551969
200,4478.781728551969
201,4478.781728551969
202,4478.781728551969
203,4478.781728551969
204,4478.781728551969
205,4526.748036096461
206,4526.748036096461
207,4526.748036096461
208,4526.748036096461
209,4526.748036096461
210,4526.748036096461
211,4481.480555735497
212,4481.480555735497
213,4481.480555735497
214,4481.480555735497
215,4481.480555735497
216,4481.480555735497
217,4481.480555735497
218,4481.480555735497
219,4481.480555735497
220,4481.480555735497
221,4481.480555735497
