Date,Open,High,Low,Close
2000-01-04,1.024,1.0343,1.021,1.0308
2000-01-05,1.0293,1.0402,1.028,1.0314
2000-01-06,1.032,1.0414,1.027,1.0319
2000-01-07,1.0324,1.033,1.025,1.0289
2000-01-10,1.0285,1.03,1.021,1.0253
2000-01-11,1.0255,1.0338,1.0237,1.0332
2000-01-12,1.032,1.0368,1.0256,1.031
2000-01-13,1.0308,1.0317,1.0234,1.0252
2000-01-14,1.0258,1.0271,1.0109,1.0125
2000-01-17,1.0125,1.0146,1.0066,1.0115
2000-01-18,1.012,1.014,1.007,1.0128
2000-01-19,1.0135,1.0163,1.0082,1.0119
2000-01-20,1.0134,1.0187,1.007,1.0172
2000-01-21,1.0171,1.0191,1.0046,1.0089
2000-01-24,1.0021,1.0075,0.9995,1.0075
2000-01-25,1.0073,1.0096,0.9985,1.0003
2000-01-26,1.001,1.0053,0.9989,1.0009
2000-01-27,1.0015,1.0027,0.9866,0.9881
2000-01-28,0.9875,0.989,0.9733,0.9745
2000-01-31,0.9777,0.9827,0.9668,0.9693
2000-02-01,0.9701,0.978,0.966,0.9721
2000-02-02,0.9714,0.9806,0.9687,0.9762
2000-02-03,0.976,0.9946,0.9707,0.99
2000-02-04,0.9906,0.9939,0.9745,0.9825
2000-02-07,0.9834,0.9834,0.9752,0.9808
2000-02-08,0.9811,0.9913,0.9784,0.9854
2000-02-09,0.9855,0.9964,0.9849,0.9938
2000-02-10,0.994,0.9958,0.9828,0.985
2000-02-11,0.9849,0.9874,0.9784,0.9864
2000-02-14,0.9861,0.992,0.9773,0.9785
2000-02-15,0.9778,0.986,0.9761,0.9812
2000-02-16,0.9809,0.9874,0.9788,0.9866
2000-02-17,0.9863,0.9956,0.9835,0.9877
2000-02-18,0.9877,0.99,0.9804,0.9862
2000-02-21,0.9845,0.9888,0.984,0.9872
2000-02-22,0.9873,1.0078,0.987,1.0038
2000-02-23,1.0037,1.0089,1.0007,1.0028
2000-02-24,1.0034,1.004,0.9886,0.9929
2000-02-25,0.9926,0.9927,0.972,0.9742
2000-02-28,0.9746,0.9746,0.939,0.9717
2000-02-29,0.9716,0.9864,0.9615,0.9646
2000-03-01,0.9643,0.9767,0.9623,0.9734
2000-03-02,0.9732,0.9794,0.9612,0.9642
2000-03-03,0.9645,0.9677,0.9585,0.9597
2000-03-06,0.9574,0.967,0.9555,0.9592
2000-03-07,0.9588,0.9625,0.9524,0.9596
2000-03-08,0.958,0.9631,0.9519,0.9605
2000-03-09,0.9605,0.97,0.9593,0.9662
2000-03-10,0.9665,0.9685,0.9595,0.9628
2000-03-13,0.9624,0.9728,0.9614,0.9645
2000-03-14,0.9634,0.9681,0.9592,0.968
2000-03-15,0.9681,0.9711,0.9636,0.9672
2000-03-16,0.966,0.9739,0.9644,0.9713
2000-03-17,0.9695,0.9727,0.9655,0.972
2000-03-20,0.9725,0.9746,0.9681,0.973
2000-03-21,0.9731,0.9736,0.9631,0.9639
2000-03-22,0.9612,0.963,0.9573,0.961
2000-03-23,0.9605,0.9727,0.9599,0.9716
2000-03-24,0.9714,0.9776,0.9669,0.9769
2000-03-27,0.9769,0.9788,0.963,0.9665
2000-03-28,0.9669,0.97,0.9598,0.9603
2000-03-29,0.9601,0.9603,0.9476,0.9514
2000-03-30,0.9508,0.9621,0.9505,0.9609
2000-03-31,0.9611,0.9627,0.9525,0.956
2000-04-03,0.956,0.9603,0.95,0.9548
2000-04-04,0.9536,0.975,0.9511,0.9602
2000-04-05,0.9612,0.971,0.959,0.9621
2000-04-06,0.9602,0.9643,0.9563,0.9577
2000-04-07,0.9581,0.9615,0.9534,0.9547
2000-04-10,0.9543,0.9627,0.953,0.9624
2000-04-11,0.9623,0.9647,0.9561,0.9589
2000-04-12,0.9585,0.96,0.9518,0.9586
2000-04-13,0.9587,0.9594,0.9512,0.9523
2000-04-14,0.9525,0.9621,0.9506,0.9619
2000-04-17,0.9642,0.9671,0.9515,0.9522
2000-04-18,0.9521,0.9524,0.9438,0.9457
2000-04-19,0.945,0.9488,0.9352,0.9403
2000-04-20,0.9401,0.9423,0.9346,0.9377
2000-04-21,0.9379,0.9396,0.936,0.9381
2000-04-24,0.9381,0.9449,0.9365,0.9383
2000-04-25,0.9387,0.9395,0.916,0.9208
2000-04-26,0.9209,0.9251,0.9172,0.9236
2000-04-27,0.9239,0.9249,0.9058,0.9097
2000-04-28,0.91,0.914,0.9027,0.912
2000-05-01,0.9118,0.9171,0.9068,0.9157
2000-05-02,0.915,0.9175,0.903,0.9098
2000-05-03,0.9098,0.9107,0.8881,0.8956
2000-05-04,0.8954,0.8973,0.8844,0.8907
2000-05-05,0.8908,0.9011,0.8899,0.8967
2000-05-08,0.8962,0.9045,0.8912,0.8973
2000-05-09,0.8967,0.9078,0.8942,0.9073
2000-05-10,0.9087,0.9127,0.9045,0.9065
2000-05-11,0.9034,0.9108,0.8987,0.9013
2000-05-12,0.9012,0.9199,0.8975,0.9197
2000-05-15,0.9175,0.9192,0.9109,0.9115
2000-05-16,0.907,0.9106,0.8992,0.9002
2000-05-17,0.9004,0.903,0.8886,0.8951
2000-05-18,0.8948,0.8972,0.89,0.8944
2000-05-19,0.8947,0.8997,0.8843,0.8972
2000-05-22,0.8973,0.9071,0.8951,0.9027
2000-05-23,0.9024,0.9155,0.9016,0.9074
2000-05-24,0.9068,0.9127,0.9024,0.903
2000-05-25,0.9029,0.9135,0.8974,0.9125
2000-05-26,0.9127,0.9342,0.9108,0.931
